roi_id,type,lat,lon,ELEV_mean_0,ELEV_stddev_0,ELEV_min_0,ELEV_max_0,LCT_mean_0,LCT_stddev_0,LCT_min_0,LCT_max_0,NDVI_mean_0,NDVI_stddev_0,NDVI_min_0,NDVI_max_0,WATERBODY_count_0,WATERBODY_mean_0,WATERBODY_stddev_0,WATERBODY_min_0,WATERBODY_max_0,CAPE0_mean_3,CAPE0_stddev_3,CAPE0_min_3,CAPE0_max_3,CAPE1_mean_3,CAPE1_stddev_3,CAPE1_min_3,CAPE1_max_3,CAPE2_mean_3,CAPE2_stddev_3,CAPE2_min_3,CAPE2_max_3,CAPE3_mean_3,CAPE3_stddev_3,CAPE3_min_3,CAPE3_max_3,HTFL_RH_mean_3,HTFL_RH_stddev_3,HTFL_RH_min_3,HTFL_RH_max_3,SMOIS0_mean_3,SMOIS0_stddev_3,SMOIS0_min_3,SMOIS0_max_3,TCUM_CLOUD_count_3,TCUM_CLOUD_mean_3,TCUM_CLOUD_stddev_3,TCUM_CLOUD_min_3,TCUM_CLOUD_max_3,TSOIL0_mean_3,TSOIL0_stddev_3,TSOIL0_min_3,TSOIL0_max_3,UGRD_mean_3,UGRD_stddev_3,UGRD_min_3,UGRD_max_3,VGRD_mean_3,VGRD_stddev_3,VGRD_min_3,VGRD_max_3,WINDCONV_mean_3,WINDCONV_stddev_3,WINDCONV_min_3,WINDCONV_max_3,CAPE0_mean_diff_3_4,CAPE0_stddev_diff_3_4,CAPE0_min_diff_3_4,CAPE0_max_diff_3_4,CAPE1_mean_diff_3_4,CAPE1_stddev_diff_3_4,CAPE1_min_diff_3_4,CAPE1_max_diff_3_4,CAPE2_mean_diff_3_4,CAPE2_stddev_diff_3_4,CAPE2_min_diff_3_4,CAPE2_max_diff_3_4,CAPE3_mean_diff_3_4,CAPE3_stddev_diff_3_4,CAPE3_min_diff_3_4,CAPE3_max_diff_3_4,HTFL_RH_mean_diff_3_4,HTFL_RH_stddev_diff_3_4,HTFL_RH_min_diff_3_4,HTFL_RH_max_diff_3_4,SMOIS0_mean_diff_3_4,SMOIS0_stddev_diff_3_4,SMOIS0_min_diff_3_4,SMOIS0_max_diff_3_4,TCUM_CLOUD_count_diff_3_4,TCUM_CLOUD_mean_diff_3_4,TCUM_CLOUD_stddev_diff_3_4,TCUM_CLOUD_min_diff_3_4,TCUM_CLOUD_max_diff_3_4,TSOIL0_mean_diff_3_4,TSOIL0_stddev_diff_3_4,TSOIL0_min_diff_3_4,TSOIL0_max_diff_3_4,UGRD_mean_diff_3_4,UGRD_stddev_diff_3_4,UGRD_min_diff_3_4,UGRD_max_diff_3_4,VGRD_mean_diff_3_4,VGRD_stddev_diff_3_4,VGRD_min_diff_3_4,VGRD_max_diff_3_4,WINDCONV_mean_diff_3_4,WINDCONV_stddev_diff_3_4,WINDCONV_min_diff_3_4,WINDCONV_max_diff_3_4
e4e50f47-dcd5-4076-9e1d-948f60ed91b8,1,34.144083,-87.997864,176.308343,36.457357,104.0,280.0,6.317352,1.925812,4.0,13.0,8480.644426,755.937199,1909.0,9897.0,0,0.0,0.0,0.0,0.0,411.111111,115.512813,200.0,580.0,608.888889,98.932575,460.0,780.0,593.333333,75.424723,460.0,720.0,124.444444,30.951974,80.0,180.0,40.555556,2.362255,38.0,44.0,0.268814,0.023219,0.203,0.309,7,1.0,0.0,1.0,1.0,23.133114,0.307398,22.397,23.738,-0.130014,0.46398,-0.79668,0.57832,-0.891372,0.689986,-1.946927,0.303073,4.7e-05,2.8e-05,5e-06,8.8e-05,175.555555,24.700294,100.0,200.0,-68.888889,-102.71496,140.0,-140.0,-115.555556,-84.883622,60.0,-140.0,-33.333334,-7.280583,0.0,-20.0,-12.111111,-3.294599,-8.0,-17.0,-0.000929,-0.000356,0.0,-0.002,5,0.0,0.0,0.0,0.0,0.036571,-0.027473,0.153,-0.056,-0.216412,0.303204,-0.646966,0.228034,-0.052361,0.271472,-0.496805,0.378195,8e-06,1.6e-05,-9e-06,3.3e-05
61dc31d1-ea1e-4754-93ad-ed80545baa08,1,33.440943,-88.475065,64.233671,13.193766,40.0,106.0,7.988534,2.393733,1.0,16.0,8232.830046,865.049234,-589.0,9472.0,9,1.0,0.0,1.0,1.0,20.0,13.333333,0.0,40.0,75.555556,55.599982,20.0,220.0,71.111111,32.810718,40.0,160.0,17.777778,14.740555,0.0,40.0,73.888889,4.55691,65.0,79.0,0.294182,0.035978,0.195,0.366,7,1.0,0.0,1.0,1.0,24.863956,0.597671,23.892,26.866,1.106097,0.210635,0.70332,1.32832,0.053073,0.212459,-0.321927,0.428073,-1.8e-05,2.3e-05,-5.1e-05,1.4e-05,-26.666667,-2.996599,-20.0,-40.0,33.333334,6.208625,20.0,60.0,0.0,-20.615128,20.0,-40.0,17.777778,14.740555,0.0,40.0,-8.777778,3.066198,-15.0,-6.0,-0.001314,-0.000192,0.0,-0.002,2,0.0,0.0,0.0,0.0,0.003547,0.084915,0.035,0.572,0.422477,0.024296,0.353034,0.353034,-0.580138,-0.037541,-0.496805,-0.496805,-2.1e-05,1e-05,-2.8e-05,0.0
4d4d455d-905e-43eb-8acc-06697d98cdf8,1,35.077153,-87.352235,244.718136,26.819237,171.0,307.0,8.870479,3.345011,2.0,13.0,8161.172879,588.041028,3852.0,9196.0,0,0.0,0.0,0.0,0.0,128.888889,49.090493,80.0,220.0,102.222222,28.974233,60.0,140.0,313.333333,84.327404,200.0,460.0,22.222222,6.285394,20.0,40.0,31.555556,4.166296,25.0,39.0,0.270569,0.019602,0.233,0.315,0,0.0,0.0,0.0,0.0,22.998891,0.375521,22.4,24.029,0.842208,0.109361,0.70332,0.95332,-1.794149,0.114531,-1.946927,-1.571927,7e-06,3e-06,5e-06,1.4e-05,-51.111111,17.821055,-60.0,-20.0,-20.0,-1.495343,-20.0,-40.0,-200.0,-75.672596,-100.0,-320.0,0.0,0.0,0.0,0.0,-4.111111,1.417559,-7.0,-2.0,-0.000197,-0.000144,0.0,-0.001,-2,-1.0,0.0,-1.0,-1.0,0.03792,-0.041551,0.126,-0.056,0.339144,-0.092864,0.478034,0.103034,0.419862,-0.022962,0.503195,0.378195,-7e-06,-1.3e-05,1e-05,-2.3e-05
4a33b945-4852-4959-b565-9cc70b58c553,1,34.799669,-89.419354,146.814648,19.718612,98.0,200.0,7.093412,2.277649,1.0,13.0,8168.334499,695.079904,3277.0,9393.0,0,0.0,0.0,0.0,0.0,28.888889,19.116278,0.0,60.0,566.666667,247.476149,200.0,960.0,613.333333,112.348664,400.0,800.0,0.0,0.0,0.0,0.0,20.111111,3.478328,15.0,24.0,0.264801,0.031066,0.195,0.325,41,1.0,0.0,1.0,1.0,24.765475,0.417379,24.048,25.779,-0.310569,0.231574,-0.67168,0.07832,-2.071927,0.144338,-2.321927,-1.821927,1.8e-05,2.2e-05,-1.4e-05,6e-05,28.888889,19.116278,0.0,60.0,482.222223,137.61653,200.0,600.0,526.666666,-0.788421,400.0,500.0,0.0,0.0,0.0,0.0,-7.111111,-0.135773,-4.0,-7.0,-0.000561,-0.000272,0.0,-0.001,38,0.0,0.0,0.0,0.0,-0.003738,-0.034365,0.139,-0.07,-0.008078,0.067238,-0.146966,0.103034,-0.496805,-0.051096,-0.496805,-0.621805,1.4e-05,6e-06,4e-06,2.3e-05
6bd45e4d-75bd-4ea0-983c-16a8f5177c9a,1,34.052541,-86.113501,245.335964,66.60849,140.0,426.0,7.955755,2.50474,1.0,16.0,7729.234138,905.671821,-1577.0,9000.0,0,0.0,0.0,0.0,0.0,184.444444,127.81159,60.0,460.0,651.111111,85.432812,540.0,820.0,615.555556,90.812519,500.0,820.0,333.333333,107.49677,220.0,560.0,53.222222,2.973131,49.0,58.0,0.25145,0.032772,0.191,0.333,0,0.0,0.0,0.0,0.0,22.276071,0.824901,21.336,25.57,1.536653,0.256851,0.95332,1.82832,-0.377483,0.408721,-0.946927,0.428073,-3.2e-05,1.2e-05,-5.5e-05,-1.8e-05,122.222222,97.342014,20.0,320.0,477.777778,48.917975,420.0,600.0,373.333334,-1.295844,380.0,400.0,277.777777,67.74445,200.0,420.0,-15.555556,-0.073827,-15.0,-16.0,-0.000614,-0.000197,0.0,-0.001,0,0.0,0.0,0.0,0.0,0.172307,0.058839,0.229,0.64,0.3947,0.052727,0.353034,0.478034,-0.830139,-0.137026,-0.621805,-0.996805,1.1e-05,3e-06,-4e-06,1e-05
77a7d8fa-6408-4ccb-98c1-ef8cb3d30b4c,1,33.410366,-87.75432,105.540845,21.675153,43.0,173.0,6.260198,1.674992,1.0,13.0,8481.477023,589.898981,2436.0,9366.0,0,0.0,0.0,0.0,0.0,31.111111,28.45833,0.0,80.0,308.888889,105.456093,160.0,460.0,242.222222,37.051849,180.0,300.0,86.666667,21.081851,60.0,120.0,71.333333,1.885618,68.0,74.0,0.259647,0.029151,0.133,0.305,0,0.0,0.0,0.0,0.0,23.923856,0.431305,23.268,25.006,-0.42168,0.353553,-0.92168,0.20332,-0.169149,0.098209,-0.321927,0.053073,-1e-06,1.1e-05,-2.3e-05,1.4e-05,0.0,14.759632,-20.0,20.0,164.444445,62.480361,80.0,260.0,53.333333,-44.112517,80.0,-60.0,73.333334,11.653761,60.0,100.0,-7.777778,0.785674,-10.0,-7.0,-0.001058,-0.000312,0.0,0.0,0,0.0,0.0,0.0,0.0,0.113791,0.001162,0.132,0.095,0.728034,0.149429,0.478034,0.853034,0.280973,-0.08813,0.378195,0.128195,2.2e-05,-1e-05,3.2e-05,5e-06
18754954-c1e7-4fcf-85a0-6f344894c68c,1,33.564317,-86.007161,207.317952,50.784024,128.0,678.0,7.14122,2.090519,1.0,13.0,7478.474572,1146.105667,-753.0,9584.0,3,1.0,0.0,1.0,1.0,1324.444444,118.05,1140.0,1520.0,1351.111111,94.80324,1160.0,1480.0,1382.222222,96.35326,1220.0,1540.0,1160.0,105.409255,980.0,1340.0,63.333333,0.942809,61.0,64.0,0.269632,0.035951,0.181,0.353,0,0.0,0.0,0.0,0.0,23.618088,0.413805,22.903,26.004,-0.657792,0.223952,-0.92168,-0.17168,0.483628,0.295282,-0.071927,1.053073,1.5e-05,6e-06,0.0,2.3e-05,768.888888,39.860613,720.0,860.0,760.0,29.407956,700.0,800.0,773.333333,31.641172,740.0,840.0,786.666667,60.193722,680.0,900.0,-11.333334,-0.111284,-12.0,-12.0,-0.000905,-0.000107,-0.001,0.0,-33,-1.0,0.0,-1.0,-1.0,0.072382,0.050437,0.079,0.545,-0.11919,-0.029116,0.103034,-0.021966,0.100417,-0.211615,0.128195,-0.246805,-1.9e-05,-2.3e-05,1.4e-05,-4.6e-05
6a363069-72a4-4336-b2cc-40ceab3729bc,1,34.371255,-85.358693,239.657865,51.760548,174.0,494.0,6.726964,2.26819,1.0,13.0,7923.060083,685.835481,1170.0,9416.0,0,0.0,0.0,0.0,0.0,248.888889,162.237442,80.0,620.0,746.666667,74.833148,680.0,920.0,806.666667,95.219046,680.0,1040.0,395.555556,125.35382,180.0,620.0,53.333333,5.142416,43.0,61.0,0.270571,0.026136,0.212,0.32,0,0.0,0.0,0.0,0.0,22.685321,0.634275,21.386,25.568,0.647764,0.277082,0.07832,1.07832,0.525295,0.241363,0.178073,1.053073,-2.7e-05,1.2e-05,-5.1e-05,-9e-06,88.888889,69.861399,20.0,240.0,455.555556,-33.122032,520.0,400.0,420.0,-21.018259,420.0,440.0,320.0,66.643399,160.0,400.0,-14.222223,0.949535,-16.0,-12.0,-0.000393,-1.2e-05,-0.001,0.0,-11,-1.0,0.0,-1.0,-1.0,0.119028,0.057257,0.183,0.661,-0.119189,0.04138,-0.146966,0.103034,-0.635694,-0.011705,-0.621805,-0.621805,-8e-06,-1e-06,-1.4e-05,-1.4e-05
366dc917-d27e-4152-9ffe-e1880011e3e2,1,34.771724,-86.056092,290.660654,115.592303,181.0,524.0,6.181621,3.076019,1.0,13.0,8219.732564,949.698306,-241.0,9536.0,16,1.0,0.0,1.0,1.0,751.111111,195.757472,420.0,1080.0,808.888889,202.892662,460.0,1100.0,904.444444,140.088156,700.0,1100.0,546.666667,198.662192,160.0,780.0,28.222222,2.09644,26.0,33.0,0.303177,0.02568,0.246,0.368,18,1.0,0.0,1.0,1.0,21.962831,0.317903,21.065,22.58,1.300542,0.226521,1.07832,1.70332,-0.294149,0.600283,-1.071927,0.928073,3.7e-05,1.4e-05,9e-06,6e-05,215.555555,95.191174,20.0,380.0,95.555556,25.504199,120.0,40.0,168.888888,18.697042,140.0,120.0,75.555556,72.836524,0.0,180.0,-9.222222,-3.342333,-4.0,-15.0,-0.000438,-2.4e-05,-0.001,-0.001,-1,0.0,0.0,0.0,0.0,0.084277,-0.019614,0.168,0.048,0.464144,-0.058793,0.603034,0.353034,-0.580138,-0.143778,-0.371805,-0.621805,-1.1e-05,5e-06,-2.8e-05,0.0
1a4d2ffa-b17a-44ec-b692-d06e4f3ffbeb,1,31.282655,-86.326912,97.494938,17.207829,56.0,145.0,8.127581,2.142042,1.0,13.0,7226.808265,855.554245,-1242.0,9257.0,0,0.0,0.0,0.0,0.0,26.666667,16.329932,0.0,40.0,31.111111,36.649828,0.0,100.0,26.666667,16.329932,0.0,40.0,0.0,0.0,0.0,0.0,42.0,1.414214,40.0,44.0,0.220921,0.031606,0.148,0.296,0,0.0,0.0,0.0,0.0,25.9883,0.288331,25.226,27.652,0.564431,0.181089,0.32832,0.82832,0.372517,0.177865,0.053073,0.678073,-1e-05,3e-06,-1.4e-05,-5e-06,26.666667,16.329932,0.0,40.0,24.444444,27.221738,0.0,80.0,26.666667,16.329932,0.0,40.0,0.0,0.0,0.0,0.0,-10.666667,-1.604248,-8.0,-14.0,-0.00025,1e-06,-0.001,0.0,0,0.0,0.0,0.0,0.0,0.102464,0.00895,0.156,0.687,0.061367,0.102522,-0.021966,0.228034,0.030972,0.033527,-0.121805,0.128195,-7e-06,-4e-06,0.0,-1.4e-05
