roi_id,starttime,endtime,type,iarea,lat,lon,ASPECT_count,ASPECT_sum,ASPECT_mean,ASPECT_stddev,ASPECT_min,ASPECT_max,CAPE0_count,CAPE0_sum,CAPE0_mean,CAPE0_stddev,CAPE0_min,CAPE0_max,CAPE1_count,CAPE1_sum,CAPE1_mean,CAPE1_stddev,CAPE1_min,CAPE1_max,CAPE2_count,CAPE2_sum,CAPE2_mean,CAPE2_stddev,CAPE2_min,CAPE2_max,CAPE3_count,CAPE3_sum,CAPE3_mean,CAPE3_stddev,CAPE3_min,CAPE3_max,CIN0_count,CIN0_sum,CIN0_mean,CIN0_stddev,CIN0_min,CIN0_max,CIN1_count,CIN1_sum,CIN1_mean,CIN1_stddev,CIN1_min,CIN1_max,CIN2_count,CIN2_sum,CIN2_mean,CIN2_stddev,CIN2_min,CIN2_max,CIN3_count,CIN3_sum,CIN3_mean,CIN3_stddev,CIN3_min,CIN3_max,CUM_CLOUD_count,CUM_CLOUD_sum,CUM_CLOUD_mean,CUM_CLOUD_stddev,CUM_CLOUD_min,CUM_CLOUD_max,DAILYPRECIP_count,DAILYPRECIP_sum,DAILYPRECIP_mean,DAILYPRECIP_stddev,DAILYPRECIP_min,DAILYPRECIP_max,DEWPOINT_count,DEWPOINT_sum,DEWPOINT_mean,DEWPOINT_stddev,DEWPOINT_min,DEWPOINT_max,ELEV_count,ELEV_sum,ELEV_mean,ELEV_stddev,ELEV_min,ELEV_max,HTFL_HGT_count,HTFL_HGT_sum,HTFL_HGT_mean,HTFL_HGT_stddev,HTFL_HGT_min,HTFL_HGT_max,HTFL_RH_count,HTFL_RH_sum,HTFL_RH_mean,HTFL_RH_stddev,HTFL_RH_min,HTFL_RH_max,LCT_count,LCT_sum,LCT_mean,LCT_stddev,LCT_min,LCT_max,NDVI_count,NDVI_sum,NDVI_mean,NDVI_stddev,NDVI_min,NDVI_max,SLOPE_count,SLOPE_sum,SLOPE_mean,SLOPE_stddev,SLOPE_min,SLOPE_max,SMOIS0_count,SMOIS0_sum,SMOIS0_mean,SMOIS0_stddev,SMOIS0_min,SMOIS0_max,SMOIS1_count,SMOIS1_sum,SMOIS1_mean,SMOIS1_stddev,SMOIS1_min,SMOIS1_max,TCUM_CLOUD_count,TCUM_CLOUD_sum,TCUM_CLOUD_mean,TCUM_CLOUD_stddev,TCUM_CLOUD_min,TCUM_CLOUD_max,TSOIL0_count,TSOIL0_sum,TSOIL0_mean,TSOIL0_stddev,TSOIL0_min,TSOIL0_max,UGRD_count,UGRD_sum,UGRD_mean,UGRD_stddev,UGRD_min,UGRD_max,VGRD_count,VGRD_sum,VGRD_mean,VGRD_stddev,VGRD_min,VGRD_max,WATERBODY_count,WATERBODY_sum,WATERBODY_mean,WATERBODY_stddev,WATERBODY_min,WATERBODY_max,WINDCONV_count,WINDCONV_sum,WINDCONV_mean,WINDCONV_stddev,WINDCONV_min,WINDCONV_max
7b646fe6-925b-4d8b-b10f-e62f3efd6c43, 2014-07-23 04:02:00, 2014-07-23 04:04:00, 0, 0.000000, 33.404240, -87.150994,1621, 301762.904270, 186.158485, 107.460831, 0.000000, 359.693604,7, 9800.000000, 1400.000000, 52.372294, 1320.000000, 1480.000000,7, 8220.000000, 1174.285714, 76.877852, 1100.000000, 1320.000000,7, 9800.000000, 1400.000000, 52.372294, 1320.000000, 1480.000000,7, 6800.000000, 971.428571, 105.752889, 820.000000, 1120.000000,7, -211.413086, -30.201869, 4.517540, -37.344727, -23.344727,7, -97.225586, -13.889369, 3.522522, -21.032227, -9.032227,7, -208.411621, -29.773089, 4.746642, -37.201660, -23.201660,7, -48.327148, -6.903878, 2.913725, -12.618164, -2.618164,220, 220.000000, 1.000000, 0.000000, 1.000000, 1.000000,38, 11142.000000, 293.210526, 331.052958, 27.000000, 1176.000000,7, 156.440967, 22.348710, 0.080852, 22.259424, 22.509424,1621, 245004.000000, 151.143738, 31.133645, 69.000000, 218.000000,7, 32144.015137, 4592.002162, 12.777531, 4569.145020, 4609.145020,7, 624.000000, 89.142857, 4.085814, 84.000000, 94.000000,2949, 18316.000000, 6.210919, 2.002441, 1.000000, 13.000000,11708, 89232744.000000, 7621.518961, 1005.788163, 1244.000000, 8913.000000,1621, 1238.597342, 0.764095, 0.429893, 0.000000, 3.264190,124, 31.693000, 0.255589, 0.047431, 0.129000, 0.375000,124, 28.295000, 0.228185, 0.027560, 0.066000, 0.305000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,124, 3244.249000, 26.163298, 0.275013, 25.584000, 26.876000,7, 5.090096, 0.727157, 0.353553, 0.102157, 1.102157,7, 7.481497, 1.068785, 0.104124, 0.925928, 1.175928, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,7, -0.000074, -0.000011, 0.000019, -0.000028, 0.000023
7b646fe6-925b-4d8b-b10f-e62f3efd6c43, 2014-07-23 03:02:00, 2014-07-23 03:04:00, -5, 0.000000, 33.404240, -87.150994,1621, 301762.904270, 186.158485, 107.460831, 0.000000, 359.693604,7, 11460.000000, 1637.142857, 74.395523, 1540.000000, 1740.000000,7, 10780.000000, 1540.000000, 58.554004, 1460.000000, 1640.000000,7, 11480.000000, 1640.000000, 78.558440, 1540.000000, 1760.000000,7, 6540.000000, 934.285714, 34.992711, 880.000000, 980.000000,7, -102.602539, -14.657506, 4.642308, -23.514648, -9.514648,7, -73.183838, -10.454834, 1.851640, -12.454834, -8.454834,7, -100.251465, -14.321638, 4.624690, -22.893066, -8.893066,7, -44.845703, -6.406529, 5.742786, -13.263672, 0.736328, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,38, 11142.000000, 293.210526, 331.052958, 27.000000, 1176.000000,7, 155.910083, 22.272869, 0.161703, 22.076440, 22.513940,1621, 245004.000000, 151.143738, 31.133645, 69.000000, 218.000000,7, 31985.552734, 4569.364676, 9.035079, 4563.650391, 4583.650391,7, 679.000000, 97.000000, 0.534522, 96.000000, 98.000000,2949, 18316.000000, 6.210919, 2.002441, 1.000000, 13.000000,11708, 89232744.000000, 7621.518961, 1005.788163, 1244.000000, 8913.000000,1621, 1238.597342, 0.764095, 0.429893, 0.000000, 3.264190,124, 30.205000, 0.243589, 0.038111, 0.129000, 0.366000,124, 28.087000, 0.226508, 0.026594, 0.066000, 0.305000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,124, 3321.157000, 26.783524, 0.279245, 26.249000, 27.507000,7, -3.730790, -0.532970, 0.316429, -1.015113, -0.015113,7, 9.379820, 1.339974, 0.145072, 1.125689, 1.500689, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,7, -0.000065, -0.000009, 0.000008, -0.000018, 0.000005
7b646fe6-925b-4d8b-b10f-e62f3efd6c43, 2014-07-23 02:02:00, 2014-07-23 02:04:00, -6, 0.000000, 33.404240, -87.150994,1621, 301762.904270, 186.158485, 107.460831, 0.000000, 359.693604, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,38, 11142.000000, 293.210526, 331.052958, 27.000000, 1176.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,1621, 245004.000000, 151.143738, 31.133645, 69.000000, 218.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,2949, 18316.000000, 6.210919, 2.002441, 1.000000, 13.000000,11708, 89232744.000000, 7621.518961, 1005.788163, 1244.000000, 8913.000000,1621, 1238.597342, 0.764095, 0.429893, 0.000000, 3.264190, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000
7b646fe6-925b-4d8b-b10f-e62f3efd6c43, 2014-07-23 01:02:00, 2014-07-23 01:04:00, -7, 0.000000, 33.404240, -87.150994,1621, 301762.904270, 186.158485, 107.460831, 0.000000, 359.693604, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,38, 11142.000000, 293.210526, 331.052958, 27.000000, 1176.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,1621, 245004.000000, 151.143738, 31.133645, 69.000000, 218.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,2949, 18316.000000, 6.210919, 2.002441, 1.000000, 13.000000,11708, 89232744.000000, 7621.518961, 1005.788163, 1244.000000, 8913.000000,1621, 1238.597342, 0.764095, 0.429893, 0.000000, 3.264190, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000
7b646fe6-925b-4d8b-b10f-e62f3efd6c43, 2014-07-23 00:02:00, 2014-07-23 00:04:00, -8, 0.000000, 33.404240, -87.150994,1621, 301762.904270, 186.158485, 107.460831, 0.000000, 359.693604, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,38, 11142.000000, 293.210526, 331.052958, 27.000000, 1176.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,1621, 245004.000000, 151.143738, 31.133645, 69.000000, 218.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,2949, 18316.000000, 6.210919, 2.002441, 1.000000, 13.000000,11708, 89232744.000000, 7621.518961, 1005.788163, 1244.000000, 8913.000000,1621, 1238.597342, 0.764095, 0.429893, 0.000000, 3.264190, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000
52f44722-aa25-4665-9eef-25f6f2fe888c, 2014-07-23 04:20:00, 2014-07-23 04:22:00, 1, 0.000820, 33.585000, -85.005000,1484, 259566.323457, 174.909921, 89.334535, 0.000000, 358.567902,7, 12380.000000, 1768.571429, 63.116349, 1680.000000, 1840.000000,7, 11600.000000, 1657.142857, 83.787876, 1520.000000, 1740.000000,7, 12380.000000, 1768.571429, 63.116349, 1680.000000, 1840.000000,7, 7400.000000, 1057.142857, 37.688303, 1020.000000, 1140.000000,7, -25.413086, -3.630441, 1.665986, -5.344727, -1.344727,7, -19.225586, -2.746512, 1.277753, -5.032227, -1.032227,7, -24.411621, -3.487374, 1.665986, -5.201660, -1.201660,7, -32.327148, -4.618164, 1.069045, -6.618164, -2.618164,12, 12.000000, 1.000000, 0.000000, 1.000000, 1.000000,48, 1903.000000, 39.645833, 67.409040, 2.000000, 281.000000,7, 158.190967, 22.598710, 0.321924, 22.009424, 23.071924,1484, 463477.000000, 312.316038, 44.610192, 198.000000, 426.000000,7, 33464.015137, 4780.573591, 20.995626, 4749.145020, 4809.145020,7, 484.000000, 69.142857, 3.681171, 63.000000, 74.000000,2950, 21805.000000, 7.391525, 1.789687, 1.000000, 13.000000,10497, 79797794.000000, 7601.961894, 858.969507, 1575.000000, 9138.000000,1484, 1060.952348, 0.714927, 0.376649, 0.034589, 2.200684,118, 30.841000, 0.261364, 0.033963, 0.198000, 0.351000,118, 26.752000, 0.226712, 0.044507, 0.117000, 0.317000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,118, 2774.219000, 23.510331, 0.357032, 22.765000, 24.268000,7, 3.090096, 0.441442, 0.228683, 0.102157, 0.727157,7, 1.481497, 0.211642, 0.332162, -0.324072, 0.800928, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,7, 0.000189, 0.000027, 0.000020, 0.000000, 0.000051
52f44722-aa25-4665-9eef-25f6f2fe888c, 2014-07-23 03:20:00, 2014-07-23 03:22:00, -1, 0.000820, 33.585000, -85.005000,1484, 259566.323457, 174.909921, 89.334535, 0.000000, 358.567902,7, 15940.000000, 2277.142857, 153.967927, 1980.000000, 2440.000000,7, 15100.000000, 2157.142857, 173.840180, 1820.000000, 2340.000000,7, 15940.000000, 2277.142857, 153.967927, 1980.000000, 2440.000000,7, 9780.000000, 1397.142857, 99.959175, 1180.000000, 1520.000000,7, -6.602539, -0.943220, 0.903508, -1.514648, 0.485352,7, -5.183838, -0.740548, 0.699854, -2.454834, -0.454834,7, -8.251465, -1.178781, 0.699854, -2.893066, -0.893066,7, -8.845703, -1.263672, 1.069045, -3.263672, 0.736328, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,48, 1903.000000, 39.645833, 67.409040, 2.000000, 281.000000,7, 159.285083, 22.755012, 0.331441, 22.138940, 23.201440,1484, 463477.000000, 312.316038, 44.610192, 198.000000, 426.000000,7, 33245.552734, 4749.364676, 17.612611, 4723.650391, 4783.650391,7, 591.000000, 84.428571, 1.293626, 83.000000, 87.000000,2950, 21805.000000, 7.391525, 1.789687, 1.000000, 13.000000,10497, 79797794.000000, 7601.961894, 858.969507, 1575.000000, 9138.000000,1484, 1060.952348, 0.714927, 0.376649, 0.034589, 2.200684,118, 29.663000, 0.251381, 0.027318, 0.195000, 0.332000,118, 26.691000, 0.226195, 0.044431, 0.116000, 0.316000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,118, 2823.135000, 23.924873, 0.356445, 23.186000, 24.857000,7, 2.644210, 0.377744, 0.309295, -0.015113, 0.859887,7, 1.504820, 0.214974, 0.351745, -0.374311, 0.750689, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,7, 0.000245, 0.000035, 0.000014, 0.000014, 0.000055
52f44722-aa25-4665-9eef-25f6f2fe888c, 2014-07-23 02:20:00, 2014-07-23 02:22:00, -2, 0.000820, 33.585000, -85.005000,1484, 259566.323457, 174.909921, 89.334535, 0.000000, 358.567902, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,48, 1903.000000, 39.645833, 67.409040, 2.000000, 281.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,1484, 463477.000000, 312.316038, 44.610192, 198.000000, 426.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,2950, 21805.000000, 7.391525, 1.789687, 1.000000, 13.000000,10497, 79797794.000000, 7601.961894, 858.969507, 1575.000000, 9138.000000,1484, 1060.952348, 0.714927, 0.376649, 0.034589, 2.200684, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000
52f44722-aa25-4665-9eef-25f6f2fe888c, 2014-07-23 01:20:00, 2014-07-23 01:22:00, -3, 0.000820, 33.585000, -85.005000,1484, 259566.323457, 174.909921, 89.334535, 0.000000, 358.567902, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,48, 1903.000000, 39.645833, 67.409040, 2.000000, 281.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,1484, 463477.000000, 312.316038, 44.610192, 198.000000, 426.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,2950, 21805.000000, 7.391525, 1.789687, 1.000000, 13.000000,10497, 79797794.000000, 7601.961894, 858.969507, 1575.000000, 9138.000000,1484, 1060.952348, 0.714927, 0.376649, 0.034589, 2.200684, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000
52f44722-aa25-4665-9eef-25f6f2fe888c, 2014-07-23 00:20:00, 2014-07-23 00:22:00, -4, 0.000820, 33.585000, -85.005000,1484, 259566.323457, 174.909921, 89.334535, 0.000000, 358.567902, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,48, 1903.000000, 39.645833, 67.409040, 2.000000, 281.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,1484, 463477.000000, 312.316038, 44.610192, 198.000000, 426.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000,2950, 21805.000000, 7.391525, 1.789687, 1.000000, 13.000000,10497, 79797794.000000, 7601.961894, 858.969507, 1575.000000, 9138.000000,1484, 1060.952348, 0.714927, 0.376649, 0.034589, 2.200684, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000, -999, -999.000000, -999.000000, -999.000000, -999.000000, -999.000000
